GroupID	Protein
1979	XP_004973585.1
1980	XP_004975972.1
1981	XP_004960055.1
1982	XP_012700688.1
1983	XP_004966265.1
1984	XP_004970191.1
1985	XP_004957549.1
1986	XP_004975115.1
1986	XP_004975116.1
1987	XP_012699800.1
1987	XP_004984759.1
1988	XP_004961118.1
1989	XP_004952410.1
1989	XP_004952409.1
1989	XP_004952408.1
1990	XP_004957942.1
1991	XP_004981232.1
1992	XP_004956285.1
1993	XP_012703291.1
1994	XP_004980403.2
1995	XP_004981498.1
1995	XP_004955500.1
1996	XP_004956964.1
1997	XP_004985289.1
1998	XP_012701617.1
1999	XP_004971020.1
2000	XP_004970761.1
2001	XP_004968646.1
2002	XP_012699697.1
2003	XP_012704350.1
2004	XP_004973994.1
2004	XP_004968334.1
2005	XP_004968491.1
2006	XP_004960866.1
2007	XP_004969334.1
2008	XP_004971106.1
2009	XP_004970618.1
2010	XP_004975635.1
2011	XP_014660061.1
2012	XP_004981238.1
2013	XP_004983695.1
2014	XP_004981796.1
2015	XP_004972776.1
2016	XP_004981293.1
2017	XP_004976480.1
2018	XP_004958238.1
2019	XP_004982808.1
2020	XP_012703116.1
2021	XP_004975774.1
2022	XP_004971047.1
2023	XP_004956780.1
2024	XP_004952047.1
2025	XP_004957675.1
2026	XP_004974208.1
2027	XP_012702013.1
2027	XP_004968045.1
2028	XP_012700634.1
2029	XP_004962822.1
2030	XP_004983554.1
2031	XP_004969184.1
2032	XP_004969183.1
2033	XP_004982540.1
2034	XP_004981294.1
2035	XP_004968054.1
2036	XP_004957151.1
2037	XP_004985612.1
2038	XP_004958603.1
2039	XP_004952152.1
2040	XP_004954054.1
2041	XP_012704353.1
2042	XP_004970716.1
2043	XP_004969638.1
2044	XP_004969637.1
2045	XP_004963249.1
2046	XP_004976344.1
2047	XP_004960265.1
2048	XP_004980585.1
2049	XP_004985783.1
2050	XP_012698954.1
2051	XP_004966150.1
2052	XP_014660464.1
2053	XP_004987360.1
2054	XP_012704256.1
2055	XP_004979088.1
2056	XP_012704161.1
2057	XP_004981148.1
2057	XP_012704267.1
2057	XP_004981147.1
2058	XP_004987288.1
2059	XP_004972232.1
2060	XP_004953055.1
2061	XP_004981623.1
2062	XP_014661132.1
2063	XP_004970610.1
2064	XP_004953680.1
2065	XP_004964026.1
2066	XP_004970488.1
2067	XP_004963555.2
2068	XP_004975550.1
2069	XP_012700968.1
2070	XP_004981514.1
2071	XP_004980982.1
2072	XP_004973966.1
2073	XP_004952045.1
2074	XP_004962185.1
2075	XP_004953554.1
2076	XP_004982183.1
2077	XP_004985750.1
2078	XP_004965688.1
2079	XP_004972601.1
2080	XP_004958070.1
2081	XP_004975851.1
2082	XP_004975049.1
2083	XP_012704550.1
2083	XP_004983927.1
2084	XP_004976462.1
2085	XP_004968033.1
2085	XP_004968032.1
2086	XP_004969274.1
2087	XP_004981428.1
2088	XP_004958792.1
2088	XP_004958791.1
2089	XP_004976153.1
2089	XP_004976152.1
2090	XP_004951550.1
2091	XP_004957121.1
2092	XP_004957117.1
2093	XP_004965232.1
2094	XP_004978777.1
2095	XP_004951515.1
2095	XP_004976947.1
2096	XP_004980076.1
2097	XP_004981146.1
2098	XP_004982584.1
2099	XP_004982705.1
2099	XP_004982704.1
2100	XP_004982283.1
2101	XP_004956504.1
2102	XP_004965282.1
2102	XP_004965281.1
2103	XP_004973321.1
2104	XP_012700848.1
2105	XP_004964812.1
2106	XP_012701519.1
2106	XP_004951783.1
2107	XP_004964370.1
2108	XP_004973525.1
2109	XP_014660285.1
2110	XP_004979648.1
2111	XP_004976424.1
2111	XP_004976423.1
2112	XP_004975666.1
2113	XP_004974975.1
2114	XP_004985257.1
2115	XP_004960814.1
2116	XP_004969735.1
2117	XP_012703653.1
2118	XP_004957913.1
2119	XP_004966074.1
2119	XP_004966073.1
2120	XP_004954675.1
2121	XP_004960872.1
2122	XP_004979133.1
2123	XP_012699946.1
2124	XP_004981165.1
2125	XP_004981164.1
2126	XP_004974253.1
2127	XP_004968480.1
2127	XP_004968481.1
2127	XP_004968483.1
2128	XP_012703432.1
2129	XP_004967878.2
2130	XP_004967877.1
2131	XP_004957808.1
2132	XP_004956951.1
2133	XP_004956967.1
2134	XP_004982275.2
2135	XP_004966076.1
2136	XP_012702321.1
2136	XP_004954581.1
2137	XP_004981092.1
2138	XP_004981129.1
2139	XP_004952869.1
2140	XP_004981316.1
2141	XP_004963252.1
2142	XP_004952578.1
2143	XP_004984714.1
2144	XP_004985881.1
2145	XP_004956894.1
2146	XP_004976009.1
2147	XP_012701537.1
2148	XP_004961188.1
2149	XP_012698359.1
2150	XP_004981854.1
2151	XP_004960791.1
2152	XP_004962224.1
2153	XP_012699117.1
2154	XP_004977546.1
2155	XP_012699906.1
2156	XP_004985871.1
2157	XP_004972978.1
2158	XP_004961780.1
2159	XP_004955890.1
2160	XP_004986370.1
2161	XP_004969648.1
2162	XP_004962126.1
2163	XP_004975384.1
2164	XP_004962944.1
2165	XP_004985212.1
2165	XP_004981662.1
2166	XP_004978626.1
2167	XP_004951197.1
2168	XP_004975759.1
2169	XP_004975419.1
2170	XP_004983104.1
2171	XP_012700804.1
2172	XP_014660299.1
2173	XP_004985129.1
2174	XP_004964459.1
2175	XP_004964333.1
2176	XP_004954168.1
2177	XP_004971206.1
2178	XP_004977332.1
2179	XP_004957758.1
2179	XP_012699631.1
2179	XP_004957757.1
2180	XP_004965147.1
2181	XP_004983071.1
2182	XP_012698605.1
2182	XP_004984777.1
2183	XP_004980093.1
2184	XP_004974688.1
2185	XP_004967207.1
2186	XP_004987359.1
2186	XP_004987357.1
2187	XP_012701405.1
2188	XP_012701544.1
2189	XP_004955313.1
2190	XP_012700826.1
2190	XP_004955069.1
2191	XP_004965301.1
2192	XP_004951670.1
2193	XP_004980345.1
2194	XP_004954160.1
2195	XP_004977290.1
2196	XP_012702310.1
2197	XP_012701439.1
2198	XP_004983738.1
2199	XP_004954111.1
2200	XP_004957367.1
2201	XP_012699296.1
2201	XP_004956537.1
2202	XP_012702750.1
2202	XP_004978470.1
2203	XP_012704686.1
2203	XP_012704687.1
2204	XP_004969519.1
2205	XP_004968587.1
2206	XP_004979279.1
2207	XP_012703966.1
2207	XP_004979058.1
2208	XP_004979060.1
2209	XP_004984126.1
2209	XP_004984127.1
2209	XP_004984125.1
2210	XP_004967913.1
2211	XP_004953447.1
2212	XP_004960310.1
2213	XP_004952505.1
2214	XP_004953113.1
2215	XP_004965946.1
2216	XP_004979646.1
2217	XP_004961577.1
2218	YP_008815785.1
2219	XP_004972949.2
2220	XP_004961825.1
2221	XP_004975537.1
2222	XP_004960545.1
2222	XP_004960544.1
2223	XP_004979237.1
2223	XP_004968739.1
2223	XP_004968741.1
2224	XP_004984604.2
2225	XP_004976025.1
2225	XP_004976024.1
2226	XP_004969599.1
2227	XP_004963211.1
2228	XP_004961981.1
2228	XP_004961982.1
2229	XP_012698303.1
2229	XP_004986005.1
2230	XP_004979939.1
2231	XP_004967701.1
2232	XP_004960963.1
2233	XP_004956944.1
2233	XP_004986800.1
2233	XP_004957033.1
2234	XP_004979390.1
2235	XP_004953021.1
2236	XP_004970162.1
2237	XP_014660847.1
2238	XP_004969517.1
2239	XP_004957075.1
2240	XP_004960878.1
2241	XP_004965574.1
2241	XP_004965575.1
2242	XP_004951223.1
2243	XP_004953885.1
2244	XP_004985531.1
2245	XP_004969278.1
2246	XP_012702107.1
2246	XP_012701284.1
2247	XP_004959315.2
2248	XP_004965962.1
2249	XP_004969231.1
2250	XP_004967750.1
2251	XP_012701326.1
2252	XP_012699500.1
2252	XP_012699499.1
2252	XP_004956101.1
2252	XP_012699497.1
2252	XP_012699495.1
2252	XP_012699498.1
2252	XP_014660254.1
2253	XP_004960186.1
2254	XP_004985921.1
2255	XP_014660769.1
2256	XP_012699481.1
2257	XP_004955905.1
2257	XP_004955904.1
2258	XP_004965246.1
2259	XP_004981559.1
2260	XP_004976509.1
2261	XP_004965725.1
2262	XP_004984654.1
2262	XP_004975905.1
2263	XP_004975193.1
2263	XP_004975192.1
2264	XP_004975775.1
2265	XP_004982612.1
2266	XP_004982616.1
2267	XP_004955870.1
2268	XP_004962542.2
2269	XP_004985296.1
2270	XP_012699716.1
2270	XP_004960067.1
2270	XP_004960066.1
2270	XP_012699717.1
2271	XP_004979117.1
2272	XP_004981676.1
2273	XP_004967339.1
2274	XP_004975870.1
2275	XP_004976485.1
2276	XP_004977035.1
2277	XP_004966258.1
2278	XP_004952680.1
2278	XP_004952679.1
2279	XP_004970280.1
2280	XP_004983242.1
2281	XP_004974264.1
2281	XP_004974263.2
2282	XP_004962097.1
2283	XP_004956936.1
2284	XP_012698346.1
2284	XP_004982140.1
2285	XP_004967500.1
2285	XP_012701286.1
2286	XP_004970329.1
2287	XP_012701520.1
2288	XP_004975294.1
2288	XP_004975293.1
2289	XP_004957256.1
2289	XP_004957257.1
2289	XP_004957258.1
2290	XP_004970308.1
2291	XP_004968876.1
2292	XP_004960002.1
2293	XP_004982201.1
2294	XP_004976498.1
2295	XP_012700152.1
2295	XP_004960689.1
2296	XP_004958391.1
2297	XP_004979385.1
2298	XP_014660514.1
2299	XP_004968858.1
2300	XP_004979466.1
2301	XP_004957484.1
2302	XP_004983446.1
2303	XP_004954180.1
2304	XP_004953059.1
2305	XP_012701121.1
2306	XP_004979189.1
2307	XP_004984441.1
2308	XP_004968818.1
2308	XP_004968817.1
2309	XP_004977029.1
2310	XP_004963513.1
2310	XP_012703503.1
2311	XP_004951267.1
2311	XP_012701228.1
2311	XP_004951259.1
2312	XP_004973803.1
2313	XP_004957140.1
2314	XP_004951289.1
2315	XP_012698338.1
2316	XP_004973806.1
2317	XP_004957866.1
2318	XP_004951517.1
2318	XP_012704042.1
2318	XP_012704052.1
2318	XP_004951516.1
2319	XP_004958593.1
2320	XP_004975767.1
2321	XP_004984228.1
2322	XP_012699336.2
2323	XP_004967650.1
2323	XP_004967652.1
2323	XP_004967649.1
2324	XP_004982531.1
2325	XP_012702853.1
2326	XP_012698115.1
2327	XP_004961724.1
2328	XP_012704521.1
2329	XP_004953983.1
2330	XP_004974134.1
2330	XP_004974132.1
2331	XP_004980765.2
2332	XP_004962098.1
2333	XP_004975167.1
2334	XP_004975942.1
2335	XP_012699024.1
2336	XP_004979712.1
2337	XP_012703816.1
2337	XP_004979750.1
2338	XP_004979043.1
2339	XP_012703990.1
2340	XP_004955457.2
2341	XP_004953709.1
2342	XP_012703695.1
2343	XP_004985559.1
2344	XP_004961033.2
2345	XP_004967518.1
2346	XP_004973847.1
2347	XP_004960566.1
2347	XP_004960567.1
2348	XP_012704582.1
2349	XP_014660955.1
2350	XP_004957002.1
2351	XP_004965215.1
2352	XP_004981732.2
2353	XP_004958487.1
2354	XP_004966309.1
2355	XP_004966409.1
2356	XP_004976556.1
2357	XP_004984097.1
2358	XP_004970696.2
2359	XP_004972639.1
2360	XP_004972357.1
2360	XP_004956750.1
2361	XP_012699819.1
2362	XP_012700740.1
2363	XP_004971388.1
2364	XP_012700176.1
2365	XP_004976958.1
2365	XP_004976957.1
2366	XP_004966303.1
2367	XP_004955676.1
2368	XP_004987171.1
2369	XP_004958293.1
2370	XP_004971884.1
2371	XP_004968954.1
2372	XP_004966356.1
2372	XP_004966355.1
2373	XP_004964913.1
2374	XP_004975449.1
2375	XP_004981954.1
2375	XP_004981953.1
2376	XP_004974180.1
2377	XP_012699596.1
2377	XP_004955966.1
2378	XP_012704224.1
2378	XP_012704223.1
2379	XP_004968493.1
2379	XP_004968704.1
2380	XP_004968401.1
2381	XP_004965077.1
2382	XP_004981396.1
2383	XP_004979702.1
2384	XP_012699142.1
2385	XP_004984780.1
2386	XP_004983387.1
2387	XP_004957898.1
2388	XP_004977017.2
2389	XP_004957225.1
2390	XP_004960466.1
2391	XP_004958629.1
2391	XP_004958628.1
2392	XP_004961548.1
2393	XP_004963141.1
2394	XP_004977873.1
2395	XP_004957458.1
2396	XP_004983383.1
2397	XP_004957804.1
2397	XP_004957803.1
2398	XP_004973051.1
2398	XP_004973050.1
2399	XP_004985299.1
2400	XP_012699274.1
2400	XP_012699275.1
2400	XP_004955584.1
2401	XP_004986550.1
2402	XP_004956246.1
2403	XP_004964598.1
2404	XP_004951960.1
2405	XP_012704233.1
2406	XP_004973130.2
2407	XP_012702455.1
2408	XP_012702300.1
2409	XP_004985202.1
2410	XP_004962897.1
2411	XP_004955575.1
2412	XP_004983081.1
2413	XP_004978774.1
2414	XP_004955253.1
2415	XP_004984234.1
2416	XP_004965129.1
2417	XP_004953908.1
2418	XP_004957436.1
2418	XP_004957438.1
2418	XP_004957435.1
2419	XP_004952789.1
2420	XP_014660097.1
2421	XP_004981346.1
2422	XP_012701624.1
2423	XP_004973845.1
2424	XP_004963019.1
2424	XP_004958179.1
2425	XP_004954728.3
2426	XP_004955410.1
2427	XP_004966846.1
2428	XP_004964359.1
2429	XP_004982012.1
2430	XP_004975614.1
2431	XP_004954013.1
2432	XP_004973495.1
2433	XP_004967179.1
2434	XP_004982151.1
2434	XP_004969018.1
2435	XP_014660433.1
2436	XP_004968675.1
2437	XP_004981422.1
2437	XP_012698454.1
2438	XP_012699869.2
2439	XP_004968182.1
2439	XP_012701970.1
2440	XP_004958360.1
2441	XP_012700294.1
2442	XP_004980998.1
2443	XP_004977582.1
2443	XP_004978540.1
2443	XP_004977581.1
2444	XP_012700593.1
2444	XP_004965387.1
2445	XP_004984268.1
2446	XP_004975987.1
2447	XP_004963056.1
2447	XP_004963055.1
2448	XP_004977978.1
2449	XP_004968712.1
2450	XP_004951723.1
2451	XP_004975086.1
2452	XP_004953862.1
2453	XP_004984578.1
2454	XP_004981114.1
2455	XP_004952096.1
2456	XP_012703238.1
2457	XP_004965428.1
2458	XP_004961371.1
2459	XP_004979549.1
2460	XP_004969728.1
2461	XP_012699064.1
2462	XP_004958987.1
2463	XP_012702528.1
2464	XP_004972752.1
2465	XP_014660828.1
2466	XP_004951617.1
2467	XP_012699393.2
2468	XP_004956450.1
2469	XP_004983804.1
2470	XP_004964218.1
2471	XP_004971217.1
2472	XP_014660082.1
2472	XP_004985037.1
2473	XP_012704176.1
2474	XP_004985007.1
2475	XP_004983483.1
2476	XP_004981900.1
2477	XP_004953162.1
2478	XP_004954020.1
2479	XP_004957636.1
2480	XP_004958729.1
2481	XP_004964405.1
2482	XP_004966242.1
2482	XP_012701082.1
2482	XP_012701083.1
2482	XP_004966239.1
2483	XP_004983025.1
2483	XP_004985668.1
2483	XP_012704658.1
2484	XP_004984761.1
2485	XP_004956211.1
2486	XP_004978209.3
2487	XP_004968105.1
2488	XP_012701812.1
2489	XP_012698506.1
2489	XP_004982473.1
2490	XP_004985691.1
2491	XP_012704330.1
2492	XP_012700653.2
2493	Contaminant_ALBU_BOVIN
2494	XP_012699751.1
2495	XP_004969953.1
2496	XP_004965897.1
2497	XP_004959698.1
2498	XP_004980111.1
2499	XP_004972624.1
2500	XP_012702569.1
2501	XP_004984010.1
2502	XP_004966856.1
2503	XP_004955305.1
2504	XP_004987242.1
2504	XP_004987240.1
2505	XP_004984340.1
2506	XP_004958807.1
2507	XP_004976223.1
2508	XP_004954798.1
2509	XP_004976111.1
2510	XP_004955574.1
2511	XP_004981466.1
2512	XP_004951769.1
2513	XP_004957278.1
2514	XP_004968244.1
2515	XP_004957045.2
2516	XP_004960047.1
2516	XP_012699096.1
2516	XP_004960046.1
2517	XP_004965717.1
2517	XP_004965716.1
2518	XP_004960463.1
2519	XP_004967099.1
2520	XP_004975459.1
2521	XP_004958509.1
2521	XP_004958508.1
2522	XP_004969597.1
2522	XP_004969592.1
2523	XP_004956348.1
2524	XP_004962634.1
2525	XP_012698731.1
2526	XP_004976705.1
2526	XP_004976706.1
2527	XP_004970099.1
2528	XP_004983349.1
2529	XP_012701466.1
2530	XP_004956583.1
2531	XP_012701259.1
2531	XP_004970954.1
2532	XP_004972457.1
2533	XP_004963379.1
2533	XP_004969734.1
2534	XP_004984900.1
2535	XP_004963937.1
2536	XP_004976511.1
2537	XP_004962411.1
2538	XP_004969926.1
2539	Contaminant_TRYP_PIG
2540	XP_004984474.1
2541	XP_012698327.1
2541	XP_004985332.2
2542	XP_004952268.1
2543	XP_012702493.1
2543	XP_004973232.1
2544	XP_004961979.1
2545	XP_004957239.1
2546	XP_004983151.1
2547	XP_014660703.1
2548	XP_004975494.1
2549	XP_004979656.1
2550	XP_004979139.1
2551	XP_004962145.1
2552	XP_004969367.1
2553	XP_004962845.1
2554	XP_004974172.1
2555	XP_004971432.1
2555	XP_012701607.1
2555	XP_004966208.1
2556	XP_004982163.1
2557	XP_004977307.1
2558	XP_012698509.1
2559	XP_004972660.1
2560	XP_004956717.1
2561	XP_014660541.1
2562	XP_004969277.1
2563	XP_004954644.1
2564	XP_004955639.1
2564	XP_004955636.1
2565	XP_004970283.1
2566	XP_014660103.1
2566	XP_014660104.1
2567	XP_004957985.1
2568	XP_004982316.1
2569	XP_004980395.1
2570	XP_004960577.1
2570	XP_004969476.1
2571	XP_004975461.1
2571	XP_004975462.1
2571	XP_012703185.1
2571	XP_004975460.1
2572	XP_004951644.1
2573	XP_004976806.1
2574	XP_004962194.1
2574	XP_012699813.1
2575	XP_004955714.1
2576	XP_004962800.1
2577	XP_004961845.1
2578	XP_004962630.1
2579	XP_004958382.1
2580	XP_004985266.1
2581	XP_004966257.2
2582	XP_004965163.1
2583	XP_012699237.1
2584	XP_004965606.1
2585	XP_012699104.1
2586	XP_004951824.1
2587	XP_004953942.1
2588	XP_004973948.1
2589	XP_004983343.1
2589	XP_004983344.1
2589	XP_004983342.1
2590	XP_004987306.1
2591	XP_004981386.1
2592	XP_004957490.1
2593	XP_004956249.1
2594	XP_012704231.1
2595	XP_004958215.1
2596	XP_004959355.3
2597	XP_004962438.1
2598	XP_004979519.1
2599	XP_004961756.1
2600	XP_004970165.1
2601	XP_004972842.1
2602	XP_004981420.1
2603	XP_004968895.1
2604	XP_004967776.1
2605	XP_004972659.1
2606	XP_004957618.1
2607	XP_012699208.1
2608	XP_004963061.1
2609	XP_004962085.1
2610	XP_004983377.1
2611	XP_004965929.1
2612	XP_012702461.1
2613	XP_012702331.1
2614	XP_004965779.1
2615	XP_004972292.1
2616	XP_012698637.1
2617	XP_004961674.1
2618	XP_004976209.1
2619	XP_004957396.1
2620	XP_012699311.1
2621	XP_012699986.1
2622	XP_004962659.1
2622	XP_004962660.1
2622	XP_004962658.1
2623	XP_004973253.1
2623	XP_012699502.1
2623	XP_004952487.1
2623	XP_004955412.1
2623	XP_004955414.1
2623	XP_012702441.1
2624	XP_004983478.1
2625	XP_004970108.1
2625	XP_004970107.1
2626	XP_004972298.1
2627	XP_004986068.1
2628	XP_004981182.1
2629	XP_004961816.1
2630	XP_004973958.1
2631	XP_014661280.1
2632	XP_012702064.1
2632	XP_004986218.1
2633	XP_004982775.1
2634	XP_004968866.1
2635	XP_004965288.2
2636	XP_004952286.1
2637	XP_004960333.1
2638	XP_012699140.1
2639	XP_014660454.1
2639	XP_004963102.2
2640	XP_004951579.1
2641	XP_004979855.1
2642	XP_012704596.1
2643	XP_004958789.1
2644	XP_004974226.1
2645	XP_004984769.1
2646	XP_004964142.1
2647	XP_012702608.1
2648	XP_004971509.1
2649	XP_004984907.1
2650	XP_004969383.1
2651	XP_004954166.1
2652	XP_004973205.1
2652	XP_004973204.1
2653	XP_004953792.1
2654	XP_012699413.1
2655	XP_004977446.1
2656	XP_014660622.1
2656	XP_014660623.1
2656	XP_014660624.1
2656	XP_014660625.1
2656	XP_012701118.1
2657	XP_004953277.1
2658	XP_012700910.1
2659	XP_004952350.1
2659	XP_004965419.1
2659	XP_004952053.1
2660	XP_012698458.1
2660	XP_004982960.1
2661	XP_014660478.1
2661	XP_014660481.1
2662	XP_004969099.1
2663	XP_004962829.1
2664	XP_004960860.1
2664	XP_004960859.1
2665	XP_004971605.1
2666	XP_004969287.1
2667	XP_004964818.1
2668	XP_004965874.1
2669	XP_004972837.1
2670	XP_004966863.2
2671	XP_004965303.1
2672	XP_004971721.1
2673	XP_004957469.1
2674	XP_004960130.1
2674	XP_004960129.1
2675	XP_004973934.1
2676	XP_004957262.1
2676	XP_004957263.1
2676	XP_004973928.1
2677	XP_004964362.1
2678	XP_004976081.1
2679	XP_004954082.1
2680	XP_004967780.1
2681	XP_012701880.1
2681	XP_004969777.1
2682	XP_004971436.1
2683	XP_004983596.1
2684	XP_004965643.1
2685	XP_004984279.1
2686	XP_012702472.1
2687	XP_004976440.1
2688	XP_004980118.1
2689	XP_004958523.1
2690	XP_004984855.1
2691	XP_004982202.1
2692	XP_004968738.1
2693	XP_004974956.1
2694	XP_004974353.1
2695	XP_004962945.1
2696	XP_004982479.1
2697	XP_004973930.1
2698	XP_004956737.1
2699	XP_004975071.1
2700	XP_004974967.1
2701	XP_004961841.1
2702	XP_004968842.1
2703	XP_004973730.1
2704	XP_014660458.1
2705	XP_004985907.1
2706	XP_004957348.1
2706	XP_004957352.1
2706	XP_004957351.1
2706	XP_004957350.1
2706	XP_004957349.1
2707	XP_012699167.2
2708	XP_004961514.1
2709	XP_004958832.1
2710	XP_014660912.1
2711	XP_014660911.1
2712	XP_004983298.1
2712	XP_004983299.1
2713	XP_004951545.1
2714	XP_004953344.1
2715	XP_004965344.1
2716	XP_004983963.1
2717	XP_014660777.1
2718	XP_004981331.1
2719	XP_004971690.1
2720	XP_004966791.1
2721	XP_004951232.1
2722	XP_004966113.1
2723	XP_014660721.1
2724	XP_004970516.1
2725	XP_004978058.1
2726	XP_004979933.1
2726	XP_012703507.1
2726	XP_004952916.1
2727	XP_004957888.2
2728	XP_004984458.1
2729	XP_012701487.1
2730	XP_004982087.1
2731	XP_004957382.1
2732	XP_004969676.1
2733	XP_004981175.1
2734	XP_004964880.1
2735	XP_004973982.1
2736	XP_004978927.1
2737	XP_004981831.1
2738	XP_004972709.1
2739	XP_004961175.1
2740	XP_004967325.2
2740	XP_004967326.1
2741	XP_004973531.1
2742	XP_012699489.1
2743	XP_004957368.1
2744	XP_004962722.1
2744	XP_004962721.1
2745	XP_004983851.1
2745	XP_004983852.1
2746	XP_012700245.1
2746	XP_004962320.1
2747	XP_004984306.1
2748	XP_004952620.1
2749	XP_004976563.1
2750	XP_004953985.1
2751	XP_004964650.1
2752	XP_004972033.1
2753	XP_004979810.1
2754	XP_012701158.1
2755	XP_012701746.1
2756	XP_012700971.1
2757	XP_004978473.1
2757	XP_012703452.1
2757	XP_004977434.1
2758	XP_004962661.1
2759	XP_004972412.1
2760	XP_004952475.1
2761	XP_014660748.1
2762	XP_004968862.1
2763	XP_004956875.1
2764	XP_004971212.1
2765	XP_004982340.1
2766	XP_004981578.1
2767	XP_004964647.1
2768	XP_004966603.1
2769	XP_004971119.1
2770	XP_004956991.1
2771	XP_004987089.1
2772	XP_004955319.1
2773	XP_004962389.1
2774	XP_004959701.2
2775	XP_012699339.1
2776	XP_004986449.1
2776	XP_004969171.1
2777	XP_004970891.1
2778	XP_004958225.1
2779	XP_004951185.1
2780	XP_004974950.1
2781	XP_004963046.1
2782	XP_004976419.1
2783	XP_012699888.1
2784	XP_004983522.1
2785	XP_004958432.1
2786	XP_012703985.1
2786	XP_012698652.1
2786	XP_012703984.1
2786	XP_012703986.1
2787	XP_004978441.1
2787	XP_004977459.1
2788	XP_012701372.1
2789	XP_012699262.1
2790	XP_004962129.1
2791	XP_004978641.1
2791	XP_012698684.1
2791	XP_004977501.1
2792	XP_004973990.1
2793	XP_004982654.1
2794	XP_004951680.1
2795	XP_004978031.1
2796	XP_004970012.1
2796	XP_004970013.1
2796	XP_004970010.1
2797	XP_004952652.2
2797	XP_004952841.1
2797	XP_004952842.2
2797	XP_004952651.1
2798	XP_004959017.1
2799	XP_004953692.1
2800	XP_004958623.1
2801	XP_004976840.1
2802	XP_012702787.1
2803	XP_004965761.1
2804	XP_012701180.1
2804	XP_012701181.1
2804	XP_012701179.1
2805	XP_004981503.1
2806	XP_004953708.1
2807	XP_004960996.1
2808	XP_004954459.1
2809	XP_004968127.1
2810	XP_004981333.1
2811	XP_012702712.1
2811	XP_004976531.1
2812	XP_012697984.1
2813	XP_004976135.1
2814	XP_012701883.1
2814	XP_004969118.2
2815	XP_004973583.1
2816	XP_004969948.1
2817	XP_004965928.1
2818	XP_004963606.1
2819	XP_004983869.1
2820	XP_004960986.1
2821	XP_004952483.1
2822	XP_004985799.1
2823	XP_004954519.1
2824	XP_004980900.1
2825	XP_004951759.1
2826	XP_004973135.1
2827	XP_004976571.1
2828	XP_004978916.1
2829	XP_004963218.1
2830	XP_004966563.2
2831	XP_004985448.1
2831	XP_012700906.1
2832	XP_004951936.1
2833	XP_004952467.1
2834	XP_004956363.1
2834	XP_004975505.1
2835	XP_004964287.1
2836	XP_004982574.1
2837	XP_004978250.1
2838	XP_012703039.1
2839	XP_004970275.1
2840	XP_004977948.1
2841	XP_004971148.1
2841	XP_004971147.1
2842	XP_004987034.1
2843	XP_004953010.1
2844	XP_004962343.2
2845	XP_014661160.1
2846	XP_004976459.1
2847	XP_014660665.1
2848	XP_004973735.1
2849	XP_012699907.1
2850	XP_004974265.1
2850	XP_012702475.1
2850	XP_004974266.1
2851	XP_012701132.2
2852	XP_004960865.1
2853	XP_004957062.1
2853	XP_004957061.1
2854	XP_004958034.1
2855	XP_004958049.1
2856	XP_004986806.1
2857	XP_012698372.1
2857	XP_012698370.1
2858	XP_004960892.1
2859	XP_004981061.1
2860	XP_004977004.1
2861	XP_004985261.1
2862	XP_004965963.1
2863	XP_004970189.1
2864	XP_004968822.1
2865	XP_004976131.2
2866	XP_004955452.1
2867	XP_004970462.1
2868	XP_004970133.1
2869	XP_012701337.1
2870	XP_004976091.1
2871	XP_012698952.1
2872	XP_004972773.1
2873	XP_004954283.1
2874	XP_004976875.1
2875	XP_004966203.2
2876	XP_004985241.1
2876	XP_004985238.1
2876	XP_012698215.1
2877	XP_004972882.1
2878	XP_012702766.1
2878	XP_012702767.1
2878	XP_004978228.1
2879	XP_004967653.1
2880	XP_012703501.1
2881	XP_004965422.1
2882	XP_004986067.1
2883	XP_004971097.1
2884	XP_012701071.1
2885	XP_012704173.1
2885	XP_004984535.1
2886	XP_004976202.1
2887	XP_004962367.1
2888	XP_004985383.1
2889	XP_004978760.1
2890	XP_012699193.1
2891	XP_004976864.1
2892	XP_012701300.1
2893	XP_004952963.1
2894	XP_004953285.1
2895	XP_004982149.1
2896	XP_004977726.1
2897	XP_004951647.1
2898	XP_004959137.1
2899	XP_004981406.1
2900	XP_004952028.1
2901	XP_004962812.1
2902	XP_004981745.1
2903	XP_004952386.1
2904	XP_004975335.1
2905	XP_004960923.1
2906	XP_004952040.1
2907	XP_004952446.1
2908	XP_004960704.1
2909	XP_004955661.1
2910	XP_004961312.1
2911	XP_004979436.1
2912	XP_004955664.1
2913	XP_004955669.1
2914	XP_004977861.1
2915	XP_004985432.1
2915	XP_004985429.1
2916	XP_004977888.1
2917	XP_004985843.2
2918	XP_004955073.1
2919	XP_012702795.1
2920	XP_004957958.1
2921	XP_004979140.1
2922	XP_012700277.1
2923	XP_004972987.1
2924	XP_012702568.1
2925	XP_004977063.1
2925	XP_004968716.1
2926	XP_004982656.1
2927	XP_012700004.1
2928	XP_004969681.1
2929	XP_004984300.1
2930	XP_004973937.1
2931	XP_004975428.1
2932	XP_004956624.1
2932	XP_004957587.1
2933	XP_012701576.1
2934	XP_004973881.1
2935	XP_012703559.1
2936	XP_004970176.1
2937	XP_004976179.1
2937	XP_004976180.1
2938	XP_004981211.1
2939	XP_014661155.1
2939	XP_004977604.1
2940	XP_004974931.1
2940	XP_004970607.1
2940	XP_004975388.1
2941	XP_012701653.1
2941	XP_004971740.1
2942	XP_004983107.1
