GroupID	Protein
172	XP_004962250.1
173	XP_004984833.1
174	XP_004981348.2
175	XP_004961207.1
176	XP_004969448.1
177	XP_004953611.1
178	XP_004964375.1
179	XP_014660724.1
180	XP_004960247.1
181	XP_004961844.1
182	XP_004975829.1
183	XP_004952602.1
184	XP_014661172.1
185	XP_004981376.1
186	XP_004960142.1
187	XP_004961246.1
188	XP_012701750.1
189	XP_004959922.2
190	XP_004956662.1
191	XP_004985372.1
192	XP_004985369.1
192	XP_004985368.1
193	XP_004982929.1
194	XP_004982950.1
195	XP_004960024.1
196	XP_004971299.1
197	XP_004982170.1
198	XP_004970259.1
199	XP_004951776.1
200	XP_004964340.1
201	XP_004951187.1
202	XP_004969456.1
203	XP_004983213.1
204	XP_004966111.1
205	XP_004954515.1
206	XP_004954233.1
207	XP_004951348.1
208	XP_004977624.1
209	XP_004962072.1
209	XP_004967744.1
210	XP_004952935.1
211	XP_004952997.1
212	XP_004976007.1
213	XP_004985070.1
214	XP_004978670.1
215	XP_012699474.2
216	XP_004984029.1
216	XP_004984030.1
216	XP_004984028.1
217	XP_004975124.1
218	XP_004977265.1
219	XP_004985290.1
220	XP_012698782.1
220	XP_004957661.2
221	XP_004979541.1
222	XP_012703998.1
223	XP_004977254.1
224	XP_004964587.1
225	XP_004962715.1
226	XP_004982746.1
227	XP_004976309.1
228	XP_004984606.1
229	XP_004975630.1
230	XP_004969495.1
230	XP_004969494.1
231	XP_004986031.1
232	XP_004973445.1
233	XP_004967883.1
234	XP_004974228.1
235	XP_004952411.1
236	XP_012698432.1
237	XP_004985258.1
238	XP_004983984.1
239	XP_004974987.1
240	XP_004956457.1
241	XP_004984792.1
241	XP_004984791.1
242	XP_004967971.1
242	XP_004967970.1
243	XP_012700877.1
244	XP_012703098.1
245	XP_004960727.1
246	XP_004960397.1
247	XP_012699654.1
248	XP_004955450.1
249	XP_004969932.1
250	XP_004961477.1
251	XP_004981071.1
252	YP_008815759.1
253	XP_012698645.1
254	XP_012703337.1
255	XP_004981371.1
256	XP_012703959.1
257	XP_004955769.1
258	XP_004953740.1
259	XP_004973850.1
260	XP_004973373.1
261	XP_004951439.1
262	XP_004981693.1
263	XP_004958204.1
264	XP_004951952.1
265	XP_004969672.1
266	XP_004975397.1
267	XP_004975395.1
268	XP_004956390.1
268	XP_004956389.1
269	XP_012698032.1
269	XP_004953112.1
270	XP_004958817.1
270	XP_004958816.1
271	XP_004951559.1
272	XP_004979031.1
272	XP_004969468.1
273	XP_004963066.1
274	XP_004961152.1
275	YP_008815776.1
276	XP_004972973.1
277	XP_004953003.1
278	XP_004955408.1
279	XP_004954104.1
280	XP_004973304.1
281	XP_004962429.1
282	XP_004982263.1
283	XP_004960257.1
284	XP_004969746.1
285	XP_004976772.1
286	XP_004955766.1
287	XP_004975417.1
288	XP_004958820.1
289	XP_004956031.1
290	XP_004970995.1
291	XP_004969722.2
292	XP_004972597.1
292	XP_004972596.1
293	XP_004965631.1
294	XP_004958247.1
295	XP_004982467.1
296	XP_004968582.1
297	XP_004960612.1
298	XP_004953381.1
299	XP_012701190.1
300	XP_004962824.1
301	XP_004954002.1
302	XP_012704183.1
302	XP_012704182.1
303	XP_004976377.2
304	XP_004960086.1
305	XP_004969421.1
306	XP_004985806.1
307	XP_014660592.1
307	XP_012701014.1
308	XP_004981011.1
309	XP_004958256.1
310	XP_004971233.1
311	XP_004966139.1
312	XP_004976695.1
313	XP_004951829.1
314	XP_004955275.2
315	XP_004955667.1
316	XP_004977054.1
317	XP_004960206.1
318	XP_004969719.1
319	XP_004967620.1
320	XP_004965906.1
321	XP_004970742.1
322	XP_004961988.1
323	XP_004982425.1
324	XP_004958124.1
325	XP_004952124.1
326	XP_004957585.1
327	XP_004954526.1
328	XP_004966535.2
329	XP_004968052.1
330	XP_004979107.1
331	XP_004957955.1
332	XP_004985859.1
333	XP_004975847.1
334	XP_004964777.1
335	XP_004984567.1
336	XP_014660644.1
337	XP_004951504.1
338	XP_012698283.1
339	XP_004961052.1
340	XP_004957937.1
341	XP_012699958.1
342	XP_004982904.2
343	XP_004961568.1
343	XP_004981417.1
344	XP_004955678.1
345	XP_004981530.1
346	XP_004951176.1
346	XP_004979241.1
347	XP_004951930.1
348	XP_004979440.1
349	XP_004971178.1
350	XP_004960018.1
351	XP_004983894.1
352	XP_004977517.1
352	XP_004978674.1
353	XP_004952372.3
354	XP_004954547.1
355	XP_004985513.1
356	XP_004965918.1
357	XP_004981586.1
358	XP_004985675.1
359	XP_004982077.1
360	XP_004966080.1
360	XP_004955360.1
361	XP_004979204.1
362	XP_004962705.1
363	XP_004970526.1
364	XP_004962155.1
365	XP_004960488.1
366	XP_004967885.1
367	XP_004984763.1
368	XP_004964481.1
369	XP_004953950.1
370	XP_004973855.1
371	XP_004981133.1
372	XP_004960821.1
372	XP_004965873.1
373	XP_004972774.1
374	XP_012701012.1
374	XP_004965846.1
374	XP_004965847.1
374	XP_012701011.1
375	XP_004956507.1
376	XP_004973256.1
377	XP_004976961.1
378	XP_004961099.1
379	XP_004973188.1
380	XP_004952565.1
381	XP_004975313.1
382	XP_012700427.1
383	XP_004964883.1
383	XP_004964882.2
384	XP_004971315.1
385	XP_004951313.1
385	XP_004951312.2
386	XP_004977069.1
387	XP_004966051.1
387	XP_004951455.1
388	XP_004965800.1
389	XP_004966439.1
390	XP_004960258.1
391	XP_004951582.1
392	XP_004954463.1
393	XP_004961307.1
394	XP_004969582.1
395	XP_004969706.1
396	XP_004951797.1
396	XP_004966294.1
397	XP_004967662.1
398	XP_012701797.1
399	XP_004984449.1
400	XP_004981981.1
401	XP_004982886.1
402	XP_014661296.1
403	XP_004981032.1
404	XP_004983070.1
405	XP_004972553.1
406	XP_004968635.1
407	XP_004971012.1
408	XP_004957552.1
409	XP_004964593.1
410	XP_004978469.1
411	XP_004953050.1
412	XP_004967660.1
413	XP_004963335.1
414	XP_004955721.1
415	XP_004977284.1
415	XP_004977283.1
416	XP_014660482.1
417	XP_004972453.1
418	XP_004973033.1
419	XP_004965050.1
420	XP_004981549.1
421	XP_004957305.1
422	XP_004966577.1
423	XP_004954205.1
424	XP_004976117.1
425	XP_004953020.1
426	XP_004960518.1
427	XP_004981942.1
428	XP_004953152.1
429	XP_004980979.1
430	XP_004956500.1
431	XP_004985807.1
432	XP_004981543.1
433	XP_004952868.1
434	XP_004981594.1
435	XP_004981922.1
436	XP_004976668.1
437	XP_004953549.1
438	XP_004961598.1
439	XP_004970204.1
440	XP_004968669.1
440	XP_004968670.1
441	XP_004977101.1
442	XP_004985670.1
443	XP_004983011.1
444	XP_004955773.1
445	XP_004964743.1
445	XP_012701036.1
445	XP_004964742.1
446	XP_004968924.1
447	XP_004961688.1
447	XP_004967765.1
447	XP_004970328.1
447	XP_012698237.1
447	XP_004955819.1
448	XP_004982595.1
449	XP_004964469.1
450	XP_012701041.1
451	XP_004951736.1
452	XP_004984513.1
453	YP_008815736.1
454	XP_004957730.2
455	XP_004985463.1
456	XP_012698486.1
457	XP_004967659.1
458	XP_004952236.1
459	XP_004960657.1
460	XP_012698808.1
461	XP_004960027.1
462	XP_004982800.1
463	XP_004973384.1
464	XP_004973658.1
465	XP_012701188.1
466	XP_004969834.1
467	XP_004969951.1
468	XP_004967941.1
469	XP_004967942.1
470	XP_004969668.1
470	XP_004969666.1
471	XP_004951778.1
472	XP_004968164.1
472	XP_012701779.1
473	XP_004970512.1
473	XP_004981260.1
473	XP_012702082.1
473	XP_004961836.1
474	XP_004955743.1
475	XP_004969959.1
475	XP_004961498.1
476	XP_004968967.1
477	XP_004961135.1
478	XP_004960293.1
479	XP_004976038.1
480	XP_004981322.1
481	XP_004957144.1
482	XP_004955701.1
483	XP_004958512.1
484	XP_004984596.1
485	XP_004983192.1
486	XP_004972831.1
487	XP_004978407.1
487	XP_014661000.1
487	XP_004969895.1
488	XP_004951207.1
489	XP_004968879.1
490	XP_004961204.1
491	XP_004983358.1
492	XP_004974065.1
493	XP_004960741.1
494	XP_004975454.1
495	XP_004976847.1
496	XP_004973012.1
497	XP_004960338.1
498	XP_012704125.1
499	XP_004960980.1
500	XP_004959983.1
501	XP_004966506.1
502	XP_004970668.1
503	XP_004956656.1
504	XP_004978766.1
504	XP_004951230.1
505	XP_004970244.1
506	XP_004967955.1
507	XP_004965385.1
508	XP_004953931.1
509	XP_004962136.1
510	XP_004960469.1
510	XP_012700312.1
511	XP_004958530.1
512	XP_004951894.1
513	XP_004957459.1
514	XP_004956443.1
515	XP_004973217.1
516	XP_012699463.1
517	XP_004951510.1
518	XP_004964597.1
518	XP_004954152.1
519	XP_004981504.1
520	XP_004973720.1
521	XP_004983050.1
522	XP_004958804.1
523	XP_004956201.1
524	XP_004974191.1
525	XP_004982803.1
526	XP_014660201.1
527	XP_004957410.1
528	XP_004985209.1
529	XP_004981116.1
530	XP_004983909.1
531	XP_004953438.1
532	XP_004981197.1
533	XP_004969784.1
534	XP_004952312.1
535	XP_004954279.2
536	XP_012703768.1
537	XP_004962832.1
538	XP_012701308.1
538	XP_004967939.1
539	XP_004972575.1
540	XP_004983274.1
541	XP_004966515.2
542	XP_004978527.2
543	XP_004983263.1
544	XP_004961096.1
545	XP_012704250.1
545	XP_004982630.1
546	XP_004964613.1
547	XP_004956370.1
548	XP_004970373.1
549	XP_004964374.1
550	XP_012699661.1
551	XP_004958388.1
552	XP_004964864.1
553	XP_004952611.1
554	XP_004972434.1
555	XP_004955583.1
555	XP_004955580.1
556	XP_004984468.1
557	XP_004979783.2
558	XP_004956719.1
559	XP_004977297.1
560	XP_004970966.1
561	XP_004985342.1
562	XP_004977586.1
563	XP_004973442.1
564	XP_004952502.1
565	XP_004956072.1
566	XP_004973667.1
567	XP_004976240.1
568	XP_004984968.1
569	XP_004981221.1
570	XP_004983829.1
571	XP_004977144.1
572	XP_004973471.1
573	XP_004951344.1
574	XP_004954251.1
575	XP_004957486.1
576	XP_004965628.1
577	XP_004982955.1
578	XP_004961365.1
579	XP_004976971.1
580	XP_004969158.1
581	XP_012699487.2
582	XP_004952968.1
583	XP_004951191.1
584	XP_004976949.1
585	XP_004973808.1
586	XP_012698482.1
587	XP_004956629.1
587	XP_004956628.1
588	XP_004964626.1
589	XP_004972674.1
590	XP_004981027.1
591	XP_004970722.1
592	XP_004952547.1
593	XP_004951834.1
594	XP_004966279.1
595	XP_004979727.1
596	XP_004978543.1
597	XP_004966162.1
598	XP_004964268.1
599	YP_008815806.1
600	XP_004953958.1
601	XP_004977226.1
602	XP_004966062.1
603	XP_004975334.1
603	XP_004953910.1
604	XP_004975199.1
605	XP_004960531.1
606	XP_004969349.1
607	XP_004965763.1
608	XP_004952403.1
608	XP_004952402.1
609	XP_004976101.1
610	XP_004985252.1
611	XP_004965723.2
611	XP_004956842.1
612	XP_004968668.1
612	XP_004977103.1
613	XP_004973549.1
614	XP_004987237.1
615	XP_004985167.1
616	XP_004980952.1
617	XP_004956087.1
618	XP_004970888.1
618	XP_004960889.1
619	XP_004973989.1
620	XP_004964681.1
621	XP_004964252.1
622	XP_004972484.1
623	XP_004956173.1
624	XP_004958786.1
625	XP_004970504.1
626	YP_008815767.1
627	XP_004970960.1
628	XP_004974039.1
629	XP_004980981.1
630	XP_004955944.1
631	XP_004972914.1
632	XP_004957718.1
633	XP_004961094.1
634	XP_004960724.1
635	XP_004979201.1
636	XP_004952459.1
637	XP_004952288.1
638	XP_004987324.1
639	XP_004970289.2
640	XP_004958106.1
641	XP_004966161.1
642	XP_004961588.1
643	XP_004960905.1
644	XP_004957141.2
645	XP_012702006.1
645	XP_004962775.1
646	XP_004967837.1
647	XP_004960138.1
648	XP_004956633.1
649	XP_004976269.1
650	XP_004974030.1
651	XP_004973838.1
652	XP_004970606.1
653	XP_004961487.1
653	XP_004962048.1
654	XP_004958011.1
655	XP_004975217.1
656	XP_004984349.2
657	XP_004954940.2
658	YP_008815763.1
659	XP_004981484.1
660	XP_004981488.1
661	XP_004951605.1
662	XP_004953682.2
663	XP_004951893.1
664	XP_004966135.1
665	XP_004957938.2
666	XP_004973079.1
667	XP_004976149.1
668	XP_012701169.1
669	XP_004955508.1
670	XP_012698805.2
671	XP_004968778.1
672	XP_004979851.1
673	XP_004979278.1
674	XP_004959976.1
675	XP_004959974.1
676	XP_004962581.1
677	XP_004977279.1
678	YP_008815788.1
679	XP_012700332.1
680	XP_004964320.1
681	XP_004978625.1
681	XP_004977494.1
682	XP_004974239.1
683	XP_004977183.1
684	XP_004951463.1
685	XP_004968772.1
686	XP_004958286.1
687	XP_004973760.1
688	XP_004957103.1
689	XP_004981026.1
690	XP_004982110.1
691	XP_004957510.1
692	XP_004972760.1
693	XP_004954025.1
694	XP_004959833.2
695	XP_004973582.1
696	XP_004970565.1
696	XP_004977599.1
697	XP_004963216.1
698	XP_004983577.1
699	XP_004970544.1
699	XP_004961860.1
700	XP_004984941.1
701	XP_004985490.1
702	XP_004953654.1
703	XP_004981529.1
704	XP_004977646.1
704	XP_004977645.1
705	XP_004978593.1
706	XP_004951447.2
707	XP_004971371.1
707	NP_001267747.1
708	XP_004981970.1
709	XP_004969966.1
710	XP_004983933.1
711	XP_004965566.1
712	XP_004968777.1
713	XP_004955783.1
714	XP_004951640.1
715	XP_004955814.1
716	XP_004962108.1
717	XP_004982239.1
718	XP_004961658.1
719	XP_004967570.1
720	XP_004957180.1
721	XP_004977142.1
722	XP_004966363.1
723	XP_004951632.1
724	XP_004969894.1
725	XP_004964829.1
726	XP_004974034.1
727	XP_004955859.1
728	XP_004956481.1
729	XP_004982694.1
730	XP_004985892.1
731	XP_004981706.1
732	XP_004985226.1
733	XP_004981365.1
734	XP_004959945.1
735	XP_012703167.1
735	XP_004975543.2
736	XP_004951588.1
736	XP_004951587.1
737	XP_014660031.1
738	XP_004957687.1
738	XP_004957688.1
738	XP_014660253.1
739	XP_004958270.1
739	XP_004958269.1
740	XP_004962261.1
741	XP_004970741.1
742	XP_004967667.1
743	XP_004979238.1
744	XP_004967554.2
745	XP_004972758.1
746	XP_004958279.1
747	XP_004952049.1
748	XP_012702261.1
749	XP_004951857.1
750	XP_004964265.1
751	XP_004967724.1
752	XP_004978995.1
753	XP_004967639.1
754	XP_004955317.1
755	XP_004985184.1
756	XP_014660035.1
757	XP_004977191.1
758	XP_004957621.1
759	XP_004986353.1
760	XP_004967768.1
761	XP_004958591.1
762	XP_004972629.1
763	XP_004960998.1
763	XP_004960999.1
763	XP_004961000.1
763	XP_004961001.1
763	XP_004961002.1
763	XP_004960997.1
764	XP_004972200.1
765	XP_004975640.1
766	XP_004955531.1
766	XP_004955530.1
767	XP_012700495.1
768	XP_004969626.1
769	XP_004954378.1
770	XP_004984089.1
771	XP_012704133.1
771	XP_004986082.1
772	XP_004962644.1
773	XP_004964243.2
774	Contaminant_TRYP_BOVIN
775	XP_004971242.1
776	XP_004981345.1
777	XP_004955795.1
778	XP_004957515.1
779	XP_014661098.1
779	XP_004964297.1
780	XP_004968667.1
781	XP_004971259.1
782	XP_004960382.1
783	XP_004970092.1
783	XP_004970091.1
784	XP_004953069.1
785	XP_004969838.1
786	XP_004984767.1
787	XP_004981256.1
788	XP_004968467.1
789	XP_004969917.1
790	XP_004952158.1
791	XP_012701843.1
792	XP_004975886.1
793	XP_004974099.1
794	XP_004975997.1
795	XP_004965472.1
796	XP_004958567.1
797	XP_004958492.1
798	XP_014660620.1
798	XP_004965183.1
799	XP_004972984.1
800	XP_004960124.1
801	XP_004961165.1
802	XP_004985322.1
802	XP_004972533.1
803	XP_004977654.1
803	XP_004977653.1
804	XP_004969797.1
804	XP_004969796.1
805	XP_012699815.1
805	XP_012699814.1
806	XP_004962446.1
807	XP_004970880.1
808	XP_004965060.1
809	XP_004969906.1
810	XP_004952076.1
811	XP_004981987.1
812	XP_004961980.1
813	XP_004953604.1
814	XP_004985790.1
815	XP_004974379.3
816	XP_004978561.1
817	XP_004986605.2
818	XP_012704625.2
819	XP_004981048.1
820	XP_004983958.1
821	XP_004974165.1
822	XP_004969179.1
822	XP_004969178.1
823	XP_004969795.1
823	XP_004965601.1
824	XP_004977173.1
825	XP_004981553.1
826	XP_012704666.1
827	XP_004978590.1
827	XP_004977631.1
828	XP_004983537.1
829	XP_004983332.1
830	XP_004968752.1
831	XP_012702128.1
832	XP_004978882.1
833	XP_004960089.1
834	XP_004955392.1
835	XP_004970322.1
836	XP_004975752.1
837	XP_004966197.1
838	XP_004973266.1
839	XP_004984437.2
840	XP_004972630.1
841	XP_004981865.2
842	XP_004984620.1
842	XP_004984621.1
843	XP_004984599.1
844	XP_004954330.1
845	XP_012699678.2
846	XP_004960263.1
847	XP_004978929.1
848	XP_004977115.1
849	XP_012699707.1
850	XP_004972977.1
851	XP_004976916.1
851	XP_004976915.1
852	XP_004973512.1
853	XP_012699612.1
854	XP_004958303.1
855	XP_004969048.1
855	XP_004969047.1
856	XP_004965746.1
857	XP_004984149.1
858	XP_004979230.1
859	XP_004962751.1
860	XP_004965753.1
860	XP_004964695.1
861	XP_012703369.1
861	XP_004951662.1
862	XP_004968509.1
863	XP_004965113.1
863	XP_004973722.1
864	XP_004969569.1
865	XP_004974173.1
866	NP_001267773.1
867	XP_004963159.2
868	XP_012704030.1
868	XP_004979861.1
869	XP_004953307.1
870	XP_004965915.1
871	XP_004970198.1
871	XP_004970197.1
872	XP_004972809.1
873	XP_004981358.1
873	XP_004981353.1
874	XP_004957129.1
874	XP_004953483.1
875	XP_004984067.1
876	XP_004952686.1
877	XP_004960408.1
878	XP_004970493.1
879	XP_004960303.1
879	XP_004960302.1
880	XP_004969260.1
881	XP_004962410.1
882	XP_004951864.1
883	XP_004962760.1
884	XP_004953880.1
885	XP_004984390.1
886	XP_004973627.1
887	XP_012699595.1
888	XP_004957765.1
889	XP_004952203.1
890	XP_014660088.1
891	XP_004985809.1
892	XP_012702149.1
893	XP_004982083.1
894	XP_004958355.1
895	XP_004985160.1
896	XP_004982057.1
897	XP_004975240.1
898	XP_004974283.1
899	XP_004968647.1
900	XP_004981775.1
901	XP_004972959.1
902	XP_004967697.1
903	XP_004962979.1
904	XP_012700126.1
905	XP_004981725.1
906	XP_004956600.1
907	XP_004969692.1
908	XP_004969408.1
908	XP_004969407.1
909	XP_004951843.1
910	XP_004958336.1
911	XP_004968737.1
912	XP_004979556.1
912	XP_004979554.1
913	XP_004962966.1
913	XP_004962965.1
914	XP_004973798.1
914	XP_004957138.1
915	XP_004987261.1
916	XP_004970939.1
917	XP_004953075.1
918	XP_004953243.1
919	XP_004969371.1
920	XP_004978409.1
920	XP_014660998.1
921	XP_004983585.1
922	YP_008815737.1
923	XP_012699259.1
924	XP_004970630.1
925	XP_004963278.1
926	XP_004976208.1
927	XP_004977567.1
928	XP_004965179.1
929	XP_004984179.1
929	XP_004953204.1
930	XP_004961877.1
930	XP_004975246.2
931	XP_004953941.1
932	XP_012698984.1
932	XP_004954361.1
933	XP_004965341.1
934	XP_004952001.1
935	XP_004971321.1
936	XP_004984734.1
937	XP_004952249.1
938	XP_004953645.1
939	XP_004961422.1
940	XP_004973386.1
941	XP_004960341.1
942	XP_004958085.1
943	XP_004985580.1
944	XP_004971329.1
945	XP_004984272.1
946	XP_004951757.1
947	XP_004957855.1
948	XP_004960721.1
949	XP_004957468.1
950	XP_004952522.1
951	XP_004970538.2
952	XP_004951574.1
953	XP_004963334.1
954	XP_004985065.1
955	XP_004962207.1
955	XP_004962206.1
956	XP_004981526.2
957	XP_004965009.1
958	XP_004968727.1
959	XP_004958283.1
960	XP_004967680.1
961	XP_004962947.1
962	XP_004982683.1
963	XP_004986054.1
963	XP_004986053.1
964	XP_004981626.1
964	XP_004977444.1
965	XP_004985403.1
966	XP_014660447.1
967	XP_004983586.1
968	XP_004969531.1
969	XP_012698615.1
970	XP_012700254.1
970	XP_012700252.1
970	XP_012700251.1
971	XP_004969309.1
972	XP_004973459.1
973	XP_004982601.1
974	XP_004969823.1
975	XP_004960226.2
976	YP_008815747.1
977	XP_004984623.1
978	XP_004976457.1
979	XP_004957283.1
980	XP_004957946.2
981	XP_004962087.1
982	XP_004961528.1
983	XP_004952740.1
984	XP_004974199.1
985	XP_004976844.1
986	XP_004957679.1
987	XP_004958561.1
988	XP_012701793.1
989	XP_004982096.1
990	XP_004985840.1
991	XP_004981951.1
992	XP_004979116.1
993	XP_004971073.1
994	XP_004953870.1
995	XP_004979886.1
996	XP_004983594.1
997	XP_004982642.1
998	XP_004958677.1
999	XP_004973162.1
1000	XP_004962080.1
1001	XP_012701863.1
1002	XP_012701102.1
1003	XP_004976639.1
1004	XP_004983692.1
1005	XP_004975729.1
1006	XP_004963123.1
1007	XP_004979084.1
1008	XP_004969233.1
1009	XP_004965404.1
1010	XP_004964353.1
1011	XP_004961406.1
1012	XP_004964669.1
1013	XP_004953876.1
1014	XP_004957038.1
1015	XP_004985140.1
1016	XP_004984883.1
1017	XP_004964975.1
1018	XP_004956472.1
1018	XP_004966031.1
1018	XP_004981369.1
1018	XP_004983161.1
1018	XP_004985576.1
1018	XP_012700912.1
1018	XP_004951436.1
1019	XP_004981572.1
1020	XP_004953851.1
1021	XP_004985521.1
1022	XP_004981593.2
1023	XP_004971419.1
1024	XP_004985792.1
1025	XP_004962148.1
1026	XP_004958012.1
1027	XP_004985217.1
1028	XP_004982555.1
1029	XP_004954235.1
1030	XP_004984589.1
1031	XP_004957069.1
1032	XP_004962119.1
1033	XP_004981898.1
1034	XP_004954021.2
1035	XP_004981809.1
1035	XP_004984363.1
1036	XP_004975627.1
1037	XP_004962068.1
1038	XP_004972800.1
1039	XP_014660437.1
1040	XP_004970043.1
1041	XP_004952704.1
1042	XP_004967391.2
1043	XP_014661046.1
1043	XP_004975809.1
1044	XP_004955547.1
1045	XP_004978456.1
1046	XP_004983796.1
1047	XP_004954508.2
1048	XP_004973011.1
1049	XP_004962152.1
1050	XP_004952788.1
1051	XP_004964585.1
1052	XP_004954130.1
1053	XP_004956932.1
1054	XP_004973168.1
1055	XP_004968434.1
1056	XP_004969826.1
1057	XP_004952843.1
1058	XP_004985026.1
1059	XP_004981864.1
1060	XP_004960126.1
1061	XP_004960043.1
1062	XP_004971216.1
1063	XP_004967868.1
1064	XP_004966145.1
1065	XP_004955307.1
1066	XP_004966361.1
1067	XP_004958697.1
1068	XP_004968949.1
1069	XP_004968946.1
1070	XP_004982865.1
1071	XP_004984580.1
1072	XP_012703060.1
1073	XP_004967866.1
1074	XP_004984440.1
1075	XP_004984086.1
1076	XP_004982398.1
1077	XP_004981639.1
1078	XP_004961356.2
1079	XP_004953221.1
1080	XP_004951674.2
1081	XP_004954443.1
1082	XP_004981681.1
1083	XP_004952928.1
1084	XP_004975918.1
1085	XP_004964666.1
1086	XP_004953184.1
1087	XP_004972426.1
1088	XP_004972427.1
1089	XP_004983401.1
1090	XP_004985950.1
1091	XP_004957617.1
1091	XP_004957616.2
1092	XP_004968651.1
1093	XP_004960371.1
1094	XP_004968404.1
1095	XP_004975070.1
1096	XP_004962241.1
1097	XP_004982818.1
1098	XP_004961951.1
1099	XP_004985814.1
1099	XP_004957160.1
1100	XP_004968308.1
1100	XP_004968306.1
1101	XP_004952381.1
1102	XP_004951547.1
1103	XP_004959242.2
1104	XP_012700441.2
1105	XP_004965828.1
1106	XP_004969702.1
1107	XP_004958546.1
1107	XP_004958547.1
1107	XP_004958545.1
1108	XP_004967621.1
1109	XP_004963098.1
